artifact_id,category,path,required,freshness_policy,exists,size_bytes,updated_at_china,age_hours,status,notes
v12_signal_policy,data,data/tg_signal_policy_v12.csv,yes,fresh_24h,yes,2422,2026-05-28 19:50:07,18.6498,pass,v12 strict contamination-aware TG routing policy.
v12_boost_criteria_report,result,results/v12_boost_criteria_report.csv,yes,fresh_24h,yes,2146,2026-05-28 19:50:07,18.6498,pass,Strict v12 boost/downrank/digest-only criteria report.
v12_whale_position_contamination,result,results/v12_whale_position_contamination_report.md,yes,fresh_24h,yes,437,2026-05-28 19:24:39,19.0743,pass,Whale-position HYPE/single-asset/time-window contamination report.
v12_hack_classification,result,results/v12_hack_classification_report.csv,yes,fresh_24h,yes,5879,2026-05-28 19:48:50,18.6714,pass,Hack-security subtype validation report.
v12_other_reclassification,result,results/v12_other_reclassification_report.csv,no,stable,yes,253,2026-05-28 19:16:58,19.2025,pass,Other taxonomy reclassification report.
v13_price_in_report,result,results/v13_price_in_report.md,yes,fresh_24h,yes,4304,2026-05-28 19:38:38,18.8414,pass,Pre-event price-in validation report for historical backfill rows.
v13_other_quality_report,result,results/v13_other_quality_report.md,yes,fresh_24h,yes,2985,2026-05-28 19:40:27,18.8112,pass,Quality grading report for uncategorized/other historical candidates.
v13_hype_contamination_detail,result,results/v13_hype_contamination_report.md,yes,fresh_24h,yes,518,2026-05-28 19:41:06,18.8001,pass,HYPE whale-position burst/source/return contamination detail report.
v13_whale_asset_contamination,result,results/v13_whale_asset_contamination_report.md,yes,fresh_24h,yes,1294,2026-05-28 19:45:49,18.7217,pass,General whale-position asset concentration and burst contamination report.
v13_source_identity_layers,data,data/source_identity_layers.csv,yes,fresh_24h,yes,3983,2026-05-28 19:45:49,18.7217,pass,"Three-layer source identity table for source family, channel, and reliability status."
v13_regime_layer_report,result,results/v13_regime_layer_report.md,yes,fresh_24h,yes,1041,2026-05-28 19:47:10,18.6991,pass,BTC regime-layer event performance report.
v13_active_exploit_urgent_candidates,result,results/v13_active_exploit_urgent_candidates.md,yes,fresh_24h,yes,938,2026-05-28 19:50:00,18.6518,pass,Rare urgent-candidate report for active exploit events.
v13_extended_alt_backtest_clean,data,data/backtest_v13_extended_alt_history_clean.csv,yes,fresh_24h,yes,1682737,2026-05-28 20:05:55,18.3866,pass,Extended non-benchmark alt historical backtest with archive flags.
v13_extended_post_hype_removal_report,result,results/v13_extended_post_hype_removal_report.md,yes,fresh_24h,yes,1308,2026-05-28 20:05:55,18.3866,pass,Extended post-HYPE-removal group statistics report.
v13_rule_tightening_report,result,results/v13_rule_tightening_report.md,yes,fresh_24h,yes,605,2026-05-28 19:55:16,18.5641,pass,Strict candidate gate comparison report.
v13_source_scores_extended,data,data/source_scores_v13_extended.csv,yes,fresh_24h,yes,3744,2026-05-28 20:06:10,18.3824,pass,Source scores and throttle recommendations from extended replay.
v13_extended_source_throttle_report,result,results/v13_extended_source_throttle_report.md,yes,fresh_24h,yes,2881,2026-05-28 20:06:10,18.3824,pass,Source throttle report from extended replay.
v13_extended_price_in_report,result,results/v13_extended_price_in_report.md,yes,fresh_24h,yes,4360,2026-05-28 20:11:00,18.3019,pass,Extended sample pre-event price-in report.
v13_extended_regime_layer_report,result,results/v13_extended_regime_layer_report.md,yes,fresh_24h,yes,1453,2026-05-28 20:08:53,18.3372,pass,Extended sample BTC regime-layer report.
v14_time_field_diagnosis,result,results/v14_time_field_diagnosis.md,yes,fresh_24h,yes,761,2026-05-28 20:15:52,18.2209,pass,Remote time-field diagnosis for historical export reliability.
v14_webhook_split_source_scores,data,data/source_scores_v14_webhook_split.csv,yes,fresh_24h,yes,5682,2026-05-28 20:30:13,17.9816,pass,Webhook subsource split and source-score table.
v14_webhook_split_report,result,results/v14_webhook_split_report.md,yes,fresh_24h,yes,2827,2026-05-28 20:30:13,17.9816,pass,Webhook subsource split report.
v14_taxonomy_review_reclassified,data,data/taxonomy_review_reclassified.csv,yes,fresh_24h,yes,90811,2026-05-28 20:30:40,17.9741,pass,Rule-based split of needs_taxonomy_review rows.
v14_needs_taxonomy_review_report,result,results/v14_needs_taxonomy_review_report.md,yes,fresh_24h,yes,4266,2026-05-28 20:30:40,17.9741,pass,Needs-taxonomy-review cleanup report.
v14_etf_fund_flow_filtered,data,data/etf_fund_flow_filtered.csv,yes,fresh_24h,yes,378284,2026-05-28 21:04:42,17.4068,pass,"ETF/fund-flow rows filtered by amount, issuer, source, and context."
v14_etf_fund_flow_filter_report,result,results/v14_etf_fund_flow_filter_report.md,yes,fresh_24h,yes,8516,2026-05-28 21:04:42,17.4068,pass,ETF/fund-flow quality filter report.
v14_flow_event_subtypes,data,data/v14_flow_event_subtypes.csv,yes,fresh_24h,yes,376797,2026-05-28 21:04:42,17.4068,pass,"Split mixed fund-flow rows into ETF, CEX netflow, institutional, and unclear subtypes."
v14_flow_event_subtypes_report,result,results/v14_flow_event_subtypes_report.md,yes,fresh_24h,yes,6038,2026-05-28 21:04:42,17.4068,pass,Readable flow subtype split report.
v14_active_exploit_verified,data,data/active_exploit_verified.csv,yes,fresh_24h,yes,18927,2026-05-28 21:04:43,17.4067,pass,Active exploit candidates with amount/context verification.
v14_active_exploit_amount_verification_report,result,results/v14_active_exploit_amount_verification_report.md,yes,fresh_24h,yes,4715,2026-05-28 21:04:43,17.4067,pass,Active exploit amount verification report.
v14_short_price_in,data,data/v14_short_price_in.csv,yes,fresh_24h,yes,48811,2026-05-28 21:19:39,17.1577,pass,5m/15m/1h pre-event price-in checks.
v14_upgrade_events,data,data/v14_upgrade_events.csv,yes,fresh_24h,yes,5362,2026-05-28 21:20:49,17.1381,pass,Upgrade/fork publishability classification.
v14_publishable_criteria,config,config/publishable_criteria.yaml,yes,stable,yes,721,2026-05-28 21:59:49,16.4883,pass,Minimum publishable-event criteria for Telegram routing.
v14_routing_rules,config,config/routing_rules.yaml,yes,stable,yes,429,2026-05-28 21:43:41,16.7572,pass,Configurable watcher routing thresholds and priorities.
v14_asset_tiers,config,config/asset_tiers.yaml,yes,stable,yes,464,2026-05-28 22:36:35,15.8755,pass,Asset tiers and thresholds for digest focus asset selection.
v14_term_translations,config,config/term_translations.yaml,yes,stable,yes,956,2026-05-28 22:36:35,15.8755,pass,Plain-Chinese market term translations for TG reports.
v14_alert_routing,config,config/alert_routing.yaml,yes,stable,yes,2120,2026-05-28 22:53:14,15.5981,pass,Intraday radar versus scheduled digest routing thresholds.
v14_publishable_criteria_eval,data,data/v14_publishable_criteria_eval.csv,yes,fresh_24h,yes,64643,2026-05-28 21:59:49,16.4883,pass,Per-event evaluation against minimum publishable criteria.
v14_publishable_golden_events,data,data/v14_publishable_golden_events.csv,yes,stable,yes,8350,2026-05-28 21:42:36,16.7752,pass,Golden known publishable/non-publishable events for criteria validation.
v14_security_events_normalized,data,data/security_events/security_events_normalized.csv,yes,fresh_24h,yes,22,2026-05-28 21:28:01,17.0182,pass,Normalized external security alert/address-risk events.
v14_security_alert_ingest_summary,result,results/v14_security_alert_ingest_summary.csv,yes,fresh_24h,yes,261,2026-05-28 21:28:01,17.0181,pass,Security alert source ingest status summary.
v14_etf_daily_flows_farside,data,data/etf_daily_flows_farside.csv,yes,fresh_24h,yes,98208,2026-05-28 21:44:43,16.7398,pass,Farside BTC ETF daily flow table normalized locally.
v14_eth_etf_flows_farside,data,data/eth_etf_flows_farside.csv,no,fresh_24h,yes,9,2026-05-28 22:52:39,15.6076,pass,Optional Farside ETH ETF daily flow table; may be empty if blocked by Cloudflare.
v14_etf_daily_digest,result,results/v14_etf_daily_digest.md,yes,fresh_24h,yes,620,2026-05-28 21:44:43,16.7398,pass,BTC ETF daily flow digest candidate.
v14_eth_etf_daily_digest,result,results/v14_eth_etf_daily_digest.md,no,fresh_24h,yes,60,2026-05-28 22:52:39,15.6076,pass,Optional ETH ETF daily flow digest candidate.
v14_first_hand_publish_candidates,data,data/v14_first_hand_publish_candidates.csv,yes,fresh_24h,yes,10776,2026-05-28 21:44:44,16.7398,pass,First-hand watcher publish route candidates.
v14_first_hand_publish_candidates_report,result,results/v14_first_hand_publish_candidates.md,yes,fresh_24h,yes,607,2026-05-28 21:44:44,16.7398,pass,First-hand watcher routing report.
v14_publishable_criteria_validation,result,results/v14_publishable_criteria_validation.csv,yes,fresh_24h,yes,9559,2026-05-28 21:59:49,16.4883,pass,Golden-event validation for publishable criteria.
v14_e2e_publish_preview,result,results/v14_e2e_publish_preview.md,yes,fresh_24h,yes,1540,2026-05-28 21:44:44,16.7397,pass,Local end-to-end publish preview without Telegram send.
v14_hyperliquid_snapshot_card,result,results/v14_hyperliquid_snapshot_card.md,yes,fresh_24h,yes,751,2026-05-28 21:44:44,16.7398,pass,Hyperliquid static market-structure background card.
v14_market_state_snapshot,result,results/v14_market_state_snapshot.md,yes,fresh_24h,yes,1219,2026-05-29 12:32:41,1.9404,pass,"Public Binance price, volume, open-interest, funding, and crowding market-state snapshot."
v14_focus_assets,result,results/v14_focus_assets.csv,yes,fresh_24h,yes,819,2026-05-29 12:32:44,1.9397,pass,Focus assets selected from tier rules and market-state thresholds.
v14_price_oi_quadrant,result,results/v14_price_oi_quadrant.csv,yes,fresh_24h,yes,1329,2026-05-29 12:32:44,1.9397,pass,Plain-Chinese price/open-interest quadrant classification.
v14_etf_plain_summary,result,results/v14_etf_plain_summary.md,yes,fresh_24h,yes,497,2026-05-29 12:32:46,1.939,pass,Plain-Chinese ETF flow first-screen summary.
v14_etf_concentration_interpretation,result,results/v14_etf_concentration_interpretation.txt,yes,fresh_24h,yes,133,2026-05-29 12:32:46,1.939,pass,ETF concentration-change plain-Chinese interpretation.
v14_market_alert_headline,result,results/v14_market_alert_headline.txt,yes,fresh_24h,yes,103,2026-05-29 12:32:44,1.9397,pass,One-line abnormality headline for TG market-state digest.
v14_funding_rate_percentiles,data,data/funding_rate/funding_rate_percentiles.csv,yes,fresh_24h,yes,188302,2026-05-29 12:32:46,1.9391,pass,Binance USD-M funding-rate historical samples for percentile context.
v14_oi_percentiles,data,data/oi/oi_percentiles.csv,yes,fresh_24h,yes,133496,2026-05-29 12:32:46,1.9391,pass,Binance USD-M open-interest historical samples for percentile context.
v14_derivatives_history_percentiles,result,results/v14_derivatives_history_percentiles.md,yes,fresh_24h,yes,810,2026-05-29 12:32:46,1.9391,pass,Funding-rate and OI historical percentile report.
v15_percentile_alerts_json,result,results/v15_percentile_alerts.json,yes,fresh_24h,yes,4506,2026-05-29 12:32:46,1.9391,pass,"Layered percentile alert buckets for TG first screen, today-watch, radar, and digest context."
v15_percentile_alerts_report,result,results/v15_percentile_alerts.md,yes,fresh_24h,yes,1205,2026-05-29 12:32:46,1.9391,pass,Readable layered percentile alert report.
v15_percentile_alerts_summary,result,results/v15_percentile_alerts_summary.csv,yes,fresh_24h,yes,143,2026-05-29 12:32:46,1.9391,pass,Layered percentile alert generation summary.
v15_hyperliquid_market_meta_snapshot,data,data/hyperliquid/market_meta_snapshot.csv,yes,fresh_24h,yes,4199,2026-05-29 12:25:14,2.0645,pass,Hyperliquid official public perp market metadata snapshot.
v15_hyperliquid_market_meta_history,data,data/hyperliquid/market_meta_history.csv,yes,fresh_24h,yes,8173,2026-05-29 12:25:14,2.0645,pass,Append-only Hyperliquid public market metadata history.
v15_hyperliquid_market_meta_card,result,results/v15_hyperliquid_market_meta_card.md,yes,fresh_24h,yes,710,2026-05-29 12:25:19,2.0632,pass,Readable Hyperliquid official market-structure card.
v15_hyperliquid_market_meta_summary,result,results/v15_hyperliquid_market_meta_summary.csv,yes,fresh_24h,yes,207,2026-05-29 12:25:14,2.0645,pass,Hyperliquid official market metadata fetch summary.
v15_hyperliquid_liquidation_wall,result,results/v15_hyperliquid_liquidation_wall.md,yes,fresh_24h,yes,794,2026-05-29 14:16:05,0.217,pass,Monitored Hyperliquid large-position liquidation-wall context.
v15_hyperliquid_liquidation_wall_summary,result,results/v15_hyperliquid_liquidation_wall_summary.csv,yes,fresh_24h,yes,109,2026-05-29 14:16:05,0.217,pass,Hyperliquid liquidation-wall route counts.
v14_market_state_first_screen,result,results/v14_market_state_first_screen.md,yes,fresh_24h,yes,356,2026-05-29 12:32:46,1.939,pass,Concise first-screen TG market-state block.
v14_prioritized_events,result,results/v14_prioritized_events.md,yes,fresh_24h,yes,580,2026-05-29 12:32:42,1.9404,pass,Auditable top-watch versus other-dynamic event priority report.
v14_today_focus_events,result,results/v14_today_focus_events.csv,yes,fresh_24h,yes,357,2026-05-29 12:32:42,1.9404,pass,Events admitted into today's top-watch section after dynamic thresholds.
v14_other_events,result,results/v14_other_events.csv,yes,fresh_24h,yes,548,2026-05-29 12:32:42,1.9404,pass,Events relegated to other-dynamic section after dynamic thresholds.
v14_prefilter_results,data,data/v14_prefilter_results.csv,yes,fresh_24h,yes,60944,2026-05-28 21:19:49,17.155,pass,Hard PreFilter results before Composer and Publisher.
v14_prefilter_report,result,results/v14_prefilter_report.md,yes,fresh_24h,yes,8780,2026-05-28 21:19:49,17.155,pass,Readable hard PreFilter block report.
v14_composer_scores,data,data/v14_composer_scores.csv,yes,fresh_24h,yes,1778989,2026-05-28 21:19:49,17.155,pass,Auditable five-stage Composer scores for historical candidates.
v14_composer_scores_report,result,results/v14_composer_scores_report.md,yes,fresh_24h,yes,5474,2026-05-28 21:19:49,17.155,pass,Readable Composer five-stage score report.
v14_publish_policy_candidates,data,data/v14_publish_policy_candidates.csv,yes,fresh_24h,yes,1804266,2026-05-28 22:00:31,16.4766,pass,Claude-directed block/digest/interrupt publishing policy decisions.
v14_publish_policy_report,result,results/v14_publish_policy_report.md,yes,fresh_24h,yes,808,2026-05-28 22:00:31,16.4766,pass,Readable v14 publishing policy report.
v14_digest_preview,result,results/v14_digest_preview.md,yes,fresh_24h,yes,489,2026-05-28 22:00:31,16.4765,pass,Strict morning/evening digest preview using quality-gated rows only.
v08_non_benchmark_alt_events,data,data/events_v08_historical_replay_non_benchmark_alt_50.csv,yes,stable,yes,115972,2026-05-28 18:50:26,19.6448,pass,Non-benchmark alt historical replay event sample.
v08_non_benchmark_alt_backfill,result,results/v08_historical_replay_non_benchmark_alt_50_price_backfill.csv,yes,stable,yes,148449,2026-05-28 18:50:38,19.6412,pass,Non-benchmark alt historical replay price backfill.
v08_non_benchmark_alt_quality,result,results/v08_historical_replay_non_benchmark_alt_50_quality_report.csv,yes,stable,yes,4346,2026-05-28 18:50:39,19.641,pass,Non-benchmark alt historical replay quality report.
v08_non_benchmark_alt_findings,result,results/v08_historical_replay_non_benchmark_alt_50_findings.md,yes,stable,yes,7961,2026-05-28 18:50:40,19.6408,pass,Non-benchmark alt historical replay findings.
source_adapter_validation_report,result,results/source_adapter_validation_report.md,yes,fresh_24h,yes,463,2026-05-28 19:24:40,19.0741,pass,Normalized source adapter output validation report.
shadow_source_evaluation_report,result,results/shadow_source_evaluation_report.md,yes,fresh_24h,yes,645,2026-05-28 19:24:40,19.0741,pass,Shadow-mode source evaluation report.
tg_evidence_snippets_preview,result,results/tg_evidence_snippets.md,no,fresh_24h,yes,1069,2026-05-28 22:19:49,16.1548,pass,Readable preview of evidence snippets for TG cards and digests.
llm_usage_report,result,results/llm_usage_report.md,yes,fresh_24h,yes,469,2026-05-28 19:24:40,19.074,pass,LLM usage and cost-control report.
v11_readiness_report,result,results/v11_readiness_report.md,yes,fresh_24h,yes,1781,2026-05-28 19:24:41,19.0739,pass,v11 source-quality-first readiness report.
v11_digest_preview,result,results/v11_tg_custom_digest_preview.md,no,fresh_24h,yes,2872,2026-05-28 18:27:33,20.026,pass,Readable TG digest preview after evidence-snippet upgrade.
source_adapter_schema,doc,docs/SOURCE_ADAPTER_SCHEMA.md,yes,stable,yes,3344,2026-05-28 18:18:24,20.1784,pass,Normalized source adapter schema used by watcher/news/calendar sources.
v11_external_reference_upgrade_plan,doc,docs/V11_EXTERNAL_REFERENCE_UPGRADE_PLAN_CN.md,yes,stable,yes,9961,2026-05-28 18:09:03,20.3344,pass,Accepted v11 upgrade plan derived from external references and Claude review.
source_registry_report_script,script,scripts/build_source_registry_report.py,yes,stable,yes,9807,2026-05-28 18:14:49,20.2381,pass,Build source registry coverage and consistency report.
source_effectiveness_report_script,script,scripts/build_source_effectiveness_report.py,yes,stable,yes,12976,2026-05-28 18:15:29,20.2272,pass,Build source effectiveness report from ledger/outcomes/registry.
event_type_performance_matrix_script,script,scripts/build_event_type_performance_matrix.py,yes,stable,yes,9725,2026-05-28 18:17:29,20.1938,pass,Build event type and source subtype performance matrix.
signal_decay_curve_script,script,scripts/build_signal_decay_curve.py,yes,stable,yes,9326,2026-05-28 18:17:41,20.1905,pass,Build horizon-level signal decay curve.
false_positive_analysis_script,script,scripts/build_false_positive_analysis.py,yes,stable,yes,10479,2026-05-28 18:33:11,19.932,pass,Build false-positive/noise analysis from TG outcomes and radar decision logs.
v11_signal_policy_script,script,scripts/build_v11_signal_policy.py,yes,stable,yes,11511,2026-05-28 18:51:02,19.6346,pass,Build v11 machine-readable routing policy from historical matrix and false-positive analysis.
validate_whale_position_contamination_script,script,scripts/validate_whale_position_contamination.py,yes,stable,yes,5751,2026-05-28 19:15:28,19.2274,pass,Validate contamination in whale-position samples.
reclassify_other_with_new_taxonomy_script,script,scripts/reclassify_other_with_new_taxonomy.py,yes,stable,yes,5773,2026-05-28 19:15:51,19.221,pass,Reclassify candidate_event_type=other with v12 taxonomy rules.
validate_hack_classification_script,script,scripts/validate_hack_classification.py,yes,stable,yes,6665,2026-05-28 19:48:33,18.676,pass,"Split hack_security rows into active exploit, disclosure, recovery, enforcement, pause, and unclear buckets."
apply_boost_criteria_v12_script,script,scripts/apply_boost_criteria_v12.py,yes,stable,yes,12039,2026-05-28 19:18:49,19.1716,pass,Apply strict v12 contamination-aware routing policy.
validate_price_in_effect_script,script,scripts/validate_price_in_effect.py,yes,stable,yes,11919,2026-05-28 19:35:46,18.889,pass,Validate pre-event price-in effects against post-event abnormal returns.
grade_other_quality_script,script,scripts/grade_other_quality.py,yes,stable,yes,12309,2026-05-28 19:40:22,18.8125,pass,Grade uncategorized/other candidate quality before further taxonomy work.
analyze_hype_contamination_detail_script,script,scripts/analyze_hype_contamination_detail.py,yes,stable,yes,7651,2026-05-28 19:41:00,18.8019,pass,Analyze HYPE-specific whale-position contamination patterns.
analyze_whale_position_asset_contamination_script,script,scripts/analyze_whale_position_asset_contamination.py,yes,stable,yes,8251,2026-05-28 19:45:41,18.7239,pass,Analyze general whale-position single-asset and short-window contamination.
build_source_identity_layers_script,script,scripts/build_source_identity_layers.py,yes,stable,yes,8559,2026-05-28 19:45:41,18.7239,pass,Build three-layer source identity and reliability table.
build_regime_layer_report_script,script,scripts/build_regime_layer_report.py,yes,stable,yes,7910,2026-05-28 19:45:41,18.7239,pass,Build BTC regime-layer report for historical event performance.
build_active_exploit_urgent_candidates_script,script,scripts/build_active_exploit_urgent_candidates.py,yes,stable,yes,7687,2026-05-28 19:49:54,18.6535,pass,Build rare urgent-candidate list for active exploit events.
archive_hype_and_recompute_stats_script,script,scripts/archive_hype_and_recompute_stats.py,yes,stable,yes,6801,2026-05-28 19:55:10,18.5657,pass,Archive HYPE whale burst contamination and recompute group statistics.
tighten_candidate_identification_rules_script,script,scripts/tighten_candidate_identification_rules.py,yes,stable,yes,7405,2026-05-28 19:55:10,18.5657,pass,Apply stricter candidate gates to reduce garbage candidates.
score_and_throttle_sources_script,script,scripts/score_and_throttle_sources.py,yes,stable,yes,6892,2026-05-28 19:55:10,18.5657,pass,Score sources and derive source-level throttle rules.
diagnose_remote_time_fields_script,script,scripts/diagnose_remote_time_fields.py,yes,stable,yes,7235,2026-05-28 20:15:37,18.225,pass,Diagnose remote historical time-field coverage.
export_real_news_older_v2_script,script,scripts/export_real_news_older_v2.py,yes,stable,yes,7185,2026-05-28 20:21:22,18.1291,pass,Explicit-time-field older real-news exporter.
split_webhook_subsources_script,script,scripts/split_webhook_subsources.py,yes,stable,yes,9233,2026-05-28 20:30:00,17.9853,pass,Split webhook into subsources and score them separately.
analyze_needs_taxonomy_review_script,script,scripts/analyze_needs_taxonomy_review.py,yes,stable,yes,8178,2026-05-28 20:30:34,17.9757,pass,Rule-split needs_taxonomy_review rows into concrete buckets.
filter_etf_fund_flow_script,script,scripts/filter_etf_fund_flow.py,yes,stable,yes,9054,2026-05-28 21:04:04,17.4176,pass,Filter ETF/fund-flow rows for digest eligibility.
split_flow_event_subtypes_script,script,scripts/split_flow_event_subtypes.py,yes,stable,yes,8205,2026-05-28 21:02:37,17.4415,pass,Split ETF/fund-flow versus CEX netflow and institutional flow rows.
verify_exploit_amounts_script,script,scripts/verify_exploit_amounts.py,yes,stable,yes,15630,2026-05-28 21:04:34,17.4092,pass,Verify active-exploit amount and context before urgent eligibility.
build_v14_short_price_in_script,script,scripts/build_v14_short_price_in.py,yes,stable,yes,9146,2026-05-28 21:17:19,17.1967,pass,Build 5m/15m/1h pre-event price-in checks.
classify_v14_upgrade_events_script,script,scripts/classify_v14_upgrade_events.py,yes,stable,yes,6597,2026-05-28 21:20:39,17.141,pass,Classify upgrade/fork events into digest/background/block.
define_publishable_event_criteria_script,script,scripts/define_publishable_event_criteria.py,yes,stable,yes,9799,2026-05-28 21:59:43,16.49,pass,Write and evaluate minimum publishable event criteria.
ingest_security_alerts_script,script,scripts/ingest_security_alerts.py,yes,stable,yes,5604,2026-05-28 21:27:52,17.0207,pass,Ingest external security alert sources into normalized local CSV.
build_etf_daily_digest_script,script,scripts/build_etf_daily_digest.py,yes,stable,yes,9724,2026-05-28 22:52:47,15.6056,pass,Build daily BTC ETF flow digest from Farside public table.
build_first_hand_publish_candidates_script,script,scripts/build_first_hand_publish_candidates.py,yes,stable,yes,10183,2026-05-28 21:43:59,16.7522,pass,Route first-hand watcher alerts into publish/archive channels.
validate_publishable_criteria_script,script,scripts/validate_publishable_criteria.py,yes,stable,yes,4877,2026-05-28 21:42:56,16.7697,pass,Validate publishable criteria against golden known events.
test_end_to_end_publish_script,script,scripts/test_end_to_end_publish.py,yes,stable,yes,6488,2026-05-28 21:44:34,16.7426,pass,Build local publish preview from current candidates without sending Telegram.
aggregate_hyperliquid_snapshot_script,script,scripts/aggregate_hyperliquid_snapshot.py,yes,stable,yes,5072,2026-05-28 21:44:20,16.7464,pass,Aggregate Hyperliquid position snapshots into background digest card.
build_market_state_snapshot_script,script,scripts/build_market_state_snapshot.py,yes,stable,yes,15931,2026-05-29 12:10:45,2.3062,pass,Build public Binance market-state snapshot for TG digests.
select_focus_assets_script,script,scripts/market/select_focus_assets.py,yes,stable,yes,6958,2026-05-28 22:36:35,15.8755,pass,Select digest focus assets from asset tiers and market-state thresholds.
classify_price_oi_quadrant_script,script,scripts/market/classify_price_oi_quadrant.py,yes,stable,yes,5016,2026-05-28 22:36:35,15.8755,pass,Classify price/open-interest quadrant explanations.
generate_etf_summary_script,script,scripts/reporting/generate_etf_summary.py,yes,stable,yes,7989,2026-05-28 22:51:12,15.6318,pass,Render ETF flow context into a concise first-screen block.
generate_alert_headline_script,script,scripts/reporting/generate_alert_headline.py,yes,stable,yes,4203,2026-05-28 22:46:30,15.7102,pass,Generate one-line abnormality headline for TG market-state digest.
build_derivatives_history_percentiles_script,script,scripts/market/build_derivatives_history_percentiles.py,yes,stable,yes,13293,2026-05-28 22:55:40,15.5576,pass,Fetch Binance USD-M funding/OI history and compute percentile context.
generate_percentile_alerts_script,script,scripts/market/generate_percentile_alerts.py,yes,stable,yes,10429,2026-05-29 12:21:11,2.1321,pass,Convert historical derivative percentiles into layered TG alert placement buckets.
hyperliquid_market_meta_fetcher,script,scripts/hyperliquid/fetch_market_meta.py,yes,stable,yes,7118,2026-05-29 12:16:08,2.2164,pass,Fetch Hyperliquid official public perp market metadata via metaAndAssetCtxs.
hyperliquid_market_meta_card,script,scripts/hyperliquid/generate_market_meta_card.py,yes,stable,yes,6303,2026-05-29 12:21:56,2.1198,pass,Render Hyperliquid official market metadata into a concise card.
hyperliquid_liquidation_wall,script,scripts/hyperliquid/generate_liquidation_wall.py,yes,stable,yes,9075,2026-05-29 14:16:05,0.217,pass,Render monitored Hyperliquid large-position liquidation-wall context.
generate_market_state_summary_script,script,scripts/reporting/generate_market_state_summary.py,yes,stable,yes,9952,2026-05-29 12:26:20,2.0463,pass,Render concise market-state first screen for TG digest.
prioritize_events_script,script,scripts/events/prioritize_events.py,yes,stable,yes,9557,2026-05-28 22:46:55,15.7032,pass,Prioritize TG digest events into top-watch and other-dynamic buckets.
build_v14_prefilter_script,script,scripts/build_v14_prefilter.py,yes,stable,yes,8705,2026-05-28 21:10:54,17.3035,pass,Build hard PreFilter output before Composer and Publisher.
build_v14_composer_scores_script,script,scripts/build_v14_composer_scores.py,yes,stable,yes,20448,2026-05-28 21:05:24,17.3952,pass,Build auditable five-stage Composer scores.
apply_v14_publish_policy_script,script,scripts/apply_v14_publish_policy.py,yes,stable,yes,14128,2026-05-28 21:25:12,17.0652,pass,Apply Claude-directed block/digest/interrupt publishing policy.
build_v14_digest_preview_script,script,scripts/build_v14_digest_preview.py,yes,stable,yes,10055,2026-05-28 21:20:59,17.1356,pass,Build strict v14 morning/evening digest preview.
source_adapter_validation_script,script,scripts/validate_source_adapter_outputs.py,yes,stable,yes,8060,2026-05-28 18:18:50,20.1715,pass,Validate normalized source adapter outputs against schema and registry.
shadow_source_evaluation_script,script,scripts/run_shadow_source_evaluation.py,yes,stable,yes,6718,2026-05-28 18:20:09,20.1494,pass,Extract and summarize shadow-mode source events.
tg_evidence_snippet_script,script,scripts/render_tg_evidence_snippet.py,yes,stable,yes,5767,2026-05-28 22:19:36,16.1585,pass,Render evidence snippets from source effectiveness and event performance data.
llm_usage_report_script,script,scripts/build_llm_usage_report.py,yes,stable,yes,4801,2026-05-28 18:21:33,20.1261,pass,Build LLM usage and estimated cost reports.
v11_readiness_report_script,script,scripts/build_v11_readiness_report.py,yes,stable,yes,8670,2026-05-28 18:51:19,19.63,pass,Build v11 source-quality-first readiness report.
tg_test_sender_script,script,scripts/send_tg_draft_test.py,yes,stable,yes,5384,2026-05-27 18:43:10,43.7659,pass,Manual dry-run/send helper for TG draft testing.
local_environment_script,script,scripts/check_local_environment.py,yes,stable,yes,6072,2026-05-27 16:08:43,46.3399,pass,Environment checker.
secret_scan_script,script,scripts/check_secret_leaks.py,yes,stable,yes,6296,2026-05-27 17:55:45,44.5559,pass,Secret scanner.
local_secret_loader,script,scripts/load_local_secrets.ps1,yes,stable,yes,946,2026-05-27 17:55:33,44.5594,pass,Loads ignored local secrets into the current PowerShell process.
command_registry_script,script,scripts/build_command_registry.py,yes,stable,yes,77077,2026-05-29 12:24:49,2.0718,pass,Command registry builder.
review_actions_script,script,scripts/build_project_review_actions.py,yes,stable,yes,10260,2026-05-27 17:19:04,45.1674,pass,Review action builder.
cursor_prompt_script,script,scripts/generate_cursor_prompt.py,yes,stable,yes,8346,2026-05-27 16:30:29,45.9772,pass,Cursor prompt generator.
claude_prompt_script,script,scripts/generate_claude_question_prompt.py,yes,stable,yes,4475,2026-05-27 15:45:16,46.7308,pass,Claude prompt generator.
claude_query_script,script,scripts/query_claude_next.py,yes,stable,yes,9341,2026-05-28 18:21:13,20.1317,pass,Claude OpenRouter query wrapper.
